title,rate,casts,cover,detailLink,types,time,movieTime,summary
大话西游3,8.0,"['韩庚', '唐嫣', '吴京', '莫文蔚', '何炅', '钟欣潼', '黄征', '胡静']",http://pic3.iqiyipic.com/image/20221110/c3/20/v_111105467_m_601_m11.webp,http://www.iqiyi.com/v_19rr9mckeo.html,魔幻;奇幻;喜剧,2016-9-14,92.7,在《大话西游之大圣娶亲》中死在牛魔王叉下的紫霞仙子，将会通过月光宝盒预先看到这一下场，为了避免惨剧发生，她选择回到从前不让至尊宝爱上自己。而至尊宝又再次重逢一直在等待他的白晶晶。前世今生的种种爱恨纠葛再次在九道轮回里最后一次上演。
坏小子乐团,8.8,"['林哲熹', '范少勋', '连凯', '纪言恺', '程媛媛', '金士杰', '萧蔷']",http://pic0.iqiyipic.com/image/20220618/22/01/v_167831838_m_601_m2.webp,http://www.iqiyi.com/v_2a2gz85029g.html,,2022-6-18,95.01,影片改编自真实故事，一群在少管所接受改造的问题少年们冲突不断，以雷公（林哲熹饰）和高少（纪言恺饰）为首的两派更是时常剑拔弩张，令王科长（连凯饰）很是头疼。直到新院长（萧蔷饰）到任，她希望用古典乐来教化这群问题少年，并特意聘请了乐团团长（金士杰饰）的女儿（程媛媛饰）担任音乐老师，于是这帮“坏小子”们开始了放下武器、举起乐器的乐团生活，直到一次大赛前夕……
致我陌生的恋人,9.1,"['弗朗索瓦·西维尔', '约瑟芬·约比', '本杰明·拉维赫尼']",http://pic2.iqiyipic.com/image/20220820/70/5c/v_168464822_m_601_m2.webp,http://www.iqiyi.com/v_1grnjswns44.html,喜剧,2019-4-3,117.58,穿过千千万万时间线，跨越漫长岁月去寻找曾经的爱人。只是平行时空，重新认识，她还会爱上他吗？一次激烈的争吵，一场意外的时空旅行，拉斐尔从一名成功的畅销书作家，变成平庸的中学语文老师；妻子奥利维娅从家庭主妇成为了星光熠熠的著名钢琴家。再相遇，身份颠倒，不再是夫妻，平行时空又一次浪漫邂逅，拉斐尔能否守住最初的爱情？
藏北秘岭-重返无人区,7.9,"['蔡宇', '饶子君', '土旦巴桑', '次仁顿珠', '李祥龙']",http://pic0.iqiyipic.com/image/20200906/ed/f1/v_117906388_m_601_m12.webp,http://www.iqiyi.com/v_19rqy5if5k.html,,2018-8-31,87.0,在遥远西藏的北方，有一片被称为羌塘的神奇土地。雄伟的昆仑山和冈底斯山如同两条巨大的手臂，紧紧怀抱着这片60万平方公里的无人区。羌塘不仅是中国最大的无人区，也是中国最大、世界第二的自然保护区。在无人区腹地耸立着巨大的普若岗日冰原，普若岗日冰原海拔高度在6000米至6800米之间，面积422平方公里，是世界上最大的中低纬度冰川，1999年首次被中美科学家联合考查时发现并被确认为世界上除南极、北极之外的第三大冰川。制片人老蔡，曾经进入过羌塘无人区，计划带队首次完成人类电影组对普若岗日冰川主峰拍摄。21岁的女导演子君决心追寻父辈的足迹，加入队伍。车队在前往冰原主峰的过程中危机四伏、危险不断，但都没能阻止这群普通中国人的脚步。
极寒风暴,0,"['让·雷诺', 'Sarah Lind', '乔·安德森', '大卫·吉雅西']",http://pic0.iqiyipic.com/image/20221230/cf/9e/v_152477449_m_601_m4.webp,http://www.iqiyi.com/v_2dgbm3ba9ik.html,惊悚;动作,2020-9-11,91.05,十个月前，杀手亨利刺杀了一名富豪后打算归隐山林。十个月后，富豪的女儿查理前去寻仇却遭受车祸反被亨利救下。在日复一日的相处之下，查理逐渐对亨利产生了不一样的情愫，而亨利却透过查理的物品察觉了她此行的目的，两人之间的危险一触即发，就在此时，警方和马尔康也顺腾摸瓜来到了亨利的住处，一场有关利益和亲情的战争悄然打响......
我是谁（普通话）,9.2,"['成龙', '法拉美穗', '山本未来', '艾德·尼尔森']",http://pic3.iqiyipic.com/image/20220521/33/89/v_137347465_m_601_m3.webp,http://www.iqiyi.com/v_19rstveg2w.html,动作;科幻;喜剧,1998-9-11,115.4,三名科学家在非洲大陆发现了一种神秘的矿石，这种矿石具有极强的杀伤力。就在这三名科学家携带矿石返回的途中，美国中央情报局派出了由11名来自不同国家的特种兵组成的特别行动小队将科学家和他们成果劫持了。情报局内部出现了内鬼，想把这一成果据为己有。于是，他命令负责接应的飞行员制造了一次空难，以此来杀人灭口和掩饰其已夺取了成果。特别行动小队几乎全军覆灭，只有队员杰克侥幸逃生。当杰克被当地的土著救活时，他因剧烈的碰撞而丧失了所有记忆，自己的名字、来历通通都一无所知。他逢人只会问“我是谁”。为了查明自己的身世，杰克回到了纽约……
寻梦环游记,8.7,"['阿兰纳·乌巴奇', '安东尼·冈萨雷兹', '盖尔·加西亚·贝纳尔', '加布里埃尔·伊格莱西亚斯', '本杰明·布拉特', '爱德华·詹姆斯·奥莫斯', '切奇·马林', '阿方索·阿雷奥']",http://pic4.iqiyipic.com/image/20220825/03/95/v_112982475_m_601_m19.webp,http://www.iqiyi.com/v_19rr8cycvc.html,动画;奇幻;喜剧,2017-11-24,101.77,热爱音乐的米格尔不幸地出生在一个视音乐为洪水猛兽的大家庭之中，一家人只盼着米格尔快快长大，好继承家里传承了数代的制鞋产业。一年一度的亡灵节即将来临，每逢这一天，去世的亲人们的魂魄便可凭借着摆在祭坛上的照片返回现世和生者团圆。在一场意外中，米格尔竟然穿越到了亡灵国度之中，在太阳升起之前，他必须得到一位亲人的祝福，否则就将会永远地留在这个世界里。米格尔决定去寻找已故的歌神德拉库斯，因为他很有可能就是自己的祖父。途中，米格尔邂逅了落魄乐手埃克托，也渐渐发现了德拉库斯隐藏已久的秘密。
功夫瑜伽,8.9,"['成龙', '李治廷', '张艺兴', '母其弥雅', '张国立', '索努·苏德', '尚语贤', '姜雯']",http://pic8.iqiyipic.com/image/20210916/2e/bd/v_111512541_m_601_m8.webp,http://www.iqiyi.com/v_19rr9tqe9s.html,动作;喜剧,2017-1-28,0.0,考古学教授Jack多年没有踏出学校，校长和学生都对他添油加醋的历史半信半疑。一次授课后，一个印度女孩找到Jack，用一张千年地图吸引了Jack的目光。于是Jack和挚友的儿子李琼斯、助教小光组成“寻宝小分队”，为“神秘宝石”展开冒险，在迪拜和土豪飙车，在冰岛潜入神秘冰穴，在印度大战土狼，和印度贵族斗舞，动作喜剧再升级，打笑全世界。
武状元铁桥三,8.3,"['杜少津', '袁洁莹', '叶全真', '李丽丽', '黄锦江']",http://pic8.iqiyipic.com/image/20221014/89/6b/v_112870132_m_601_m5.webp,http://www.iqiyi.com/v_19rr7q16f8.html,动作,1993-12-8,88.65,"        阿三并死击杀白莲邪神占承天，一时声名天噪，“铁桥三”名号不胫而走。此时朝廷颁令禁烟，林则徐奉命南下，穆亲王私下与东印度公司勾结经营鸦片，遂派遣杀手狙杀林则徐。事为阿三撞破并将林则徐救出。
　　穆亲王女儿穆格格自小追随满清第一高手赫哈学武，久无施展身手机会，闻阿三武功了得，常故意挑战，多次交手之下，格格对阿三颇有情意，但阿三已与小蝶相恋并进入谈婚论嫁阶段。关死后留下海关提督空缺，穆亲王向光绪举荐赫哈出任，如以即可操纵一切鸦片入口。不料光绪并不昏庸，谓此缺由新科武壮元出任，并订下选考日期。林则徐以公以私力举阿三赴考，但阿三功力原已不及赫哈，且为血手印所伤，究竟阿三能否夺得武状元？"
叶问2：宗师传奇,9.1,"['甄子丹', '任达华', '洪金宝', '黄晓明', '熊黛林', '樊少皇', 'Pierre·NgoDarren·Shahlavi', '蒋岱言']",http://pic5.iqiyipic.com/image/20210916/c2/f4/v_50020713_m_601_m11.webp,http://www.iqiyi.com/v_19rrj5kq94.html,动作,2010-4-27,107.8,叶问携家眷来到香港，艰难度日。叶问开武馆宣扬咏春拳术，但无人问津。某日，黄梁登门拜访，比武之后，甘愿携一班兄弟，拜在叶问门下。黄梁因故与洪拳门下斗殴，结果被捉。叶问来救，却巧遇昔日对手金山找，两人冰释前嫌，却不想被洪拳掌门洪震南拦下，以致众人被警察拘捕。洪震南提醒叶问，欲在香港开武馆，必须接受各大门派挑战。于是叶问单刀赴会，最终与洪震南对决，不分伯仲，叶问因拒绝缴纳会费，而遭到洪门寻衅滋事，以致武馆被关。背地里，洪震南替英国警察操持华洋比赛，但始终未有报酬，深感不平。拳击冠军龙卷风来到中国，在比赛现场中侮辱中国武术，打伤中国拳师。洪震南挺身而住，血溅现场。为了中国武术的荣誉，叶问接受了龙卷风的挑衅，为民族大义而战……
超越,8.4,"['郑恺', '李昀锐', '张榕容', '曹炳琨', '冯雷']",http://pic3.iqiyipic.com/image/20221206/67/10/v_158766580_m_601_m6.webp,http://www.iqiyi.com/v_mbkjhlqpa8.html,喜剧,2021-6-12,97.44,百米冠军吴添翼为解开无法战胜老飞人郝超越的心结而返乡，不料郝超越早已沉沦，逃避最爱的跑步事业，更处心积虑利用吴添翼谋利。师兄弟二人的较量从回忆中的跑道延伸进现实生活，历经误会和冲突，最终冰释前嫌并互相治愈······
东北恋哥2对你爱不完,9.2,"['包贝尔', '潘斌龙', '魏翔', '乔杉', '江易轩', '赵夕汐', '叶浏']",http://pic4.iqiyipic.com/image/20230202/f2/bb/v_169263006_m_601_m13.webp,http://www.iqiyi.com/v_v8l04pr2is.html,动作;喜剧;爱情,2023-1-23,109.26,1990年的东北，小青年徐铁对富家女丽莎一见钟情，在勇敢追求爱情的过程中，徐铁误入歧途，导致了身边人的牺牲。在家人、朋友的帮助下，徐铁终浪子回头，明白了生活与爱的真谛。
艾利之书,8.1,"['丹泽尔·华盛顿', '加里·奥德曼', '米拉·库妮丝', '雷·史蒂文森', '詹妮弗·比尔斯', '乔·平格', '弗朗西斯·德·拉·..', '迈克尔·刚本']",http://pic2.iqiyipic.com/image/20210916/be/51/v_108635460_m_601_m9.webp,http://www.iqiyi.com/v_19rrn4nxmo.html,动作;惊悚;枪战,2010-1-15,112.69,近未来，地球爆发一场毁灭性的战争。灾难过后，人类文明消失殆尽，整个星球满目疮痍。幸存者逆境求生，为了有限的资源回归原始，暴力血腥肆意蔓延。沉默的黑人艾利是一个独来独往的旅者，他横越荒芜的美洲大陆，见识几多炎凉和凶险。这一日，艾利辗转来到一座喧嚣小镇。神秘危险的卡耐基控制着小镇的水源，也因此成为富甲一方、不可一世的大头目。正当此时，世间流传着一本关乎人类未来命运的预言书的传说，而艾利正是这本书的护送人。卡耐基派出手下四处寻找预言书，结果一无所获，命运却指引着他和艾利宿命地相会。人类的命运终将如何。
唐山大地震,8.9,"['徐帆', '张静初', '李晨', '陈道明', '陈瑾', '陆毅', '王子文', '杨立新']",http://pic3.iqiyipic.com/image/20190808/93/ca/v_50036387_m_601_m11.webp,http://www.iqiyi.com/v_19rrje0f9c.html,家庭,2010-7-22,135.66,1976年7月27日夜，唐山地区爆发7.8级强烈地震，房屋倒塌，灾民无数。面对即将坍塌的危楼，丈夫方大强和妻子李元妮都要去救被困的龙凤胎儿女方登、方达。危急时刻，方大强拦住了妻子，冲进去营救时不幸罹难。李元妮在震后发现，一双儿女被困在一块水泥板两端，若要营救，必然牺牲一方。情急之下，她做出了艰难选择——救弟弟。此事成为方登心中难以磨灭的隐痛。后来，她被军人王德清夫妇收养。高考后，方登进入杭州医学院学习，并与研究生师兄杨志产生了感情……方达被救却断了胳膊，李元妮以无私的母爱抚养他成人。成年后的方达去杭州闯荡，娶了媳妇小河，并干出了一番事业。32年后，这家人的命运却因为5·12汶川地震再次发生了交叠……
阴阳画皮,8.0,"['杜雨宸', '李牧芸', '梁志港', '吴毅将', '克拉拉', '向昕']",http://pic2.iqiyipic.com/image/20221207/bd/a9/v_170162963_m_601_m5.webp,http://www.iqiyi.com/v_11o5ddipjzs.html,奇幻;爱情,2022-11-18,76.15,蛇妖璃清和蜘蛛精绮罗被修炼至阴邪术的千年鬼婆控制，引诱好色之人，并吸食其精魂供鬼婆使用，姐妹俩祸害人间，却又相依 为命。直到璃清在破庙对王生一见钟情，被他的至情至性，以及对妻子的纯良忠诚所打动，也是在王生的身上，璃清感受到人间 有真爱。绮罗不屑，情为何物？人为何物？什么情之至？欲之至吧！绮罗告诉姐姐，所谓凡人之爱，爱的不过是一副美丽皮囊而已，这几百年中你我见到的好色之徒还少吗？然而，无论绮罗如何劝阻，璃清依然执着
俄罗斯突袭（普通话）,0,"['艾文·科蒂克', '尼基塔·科洛格利维']",http://pic2.iqiyipic.com/image/20221221/1b/e9/v_170690882_m_601_m1.webp,http://www.iqiyi.com/v_1hpnsh5p7mw.html,动作,2020-10-1,103.02,"前俄罗斯特种部队干员尼基塔受雇去消灭一家工厂里庞大的私人保安力量，这样他那可疑的雇主就能要挟工厂老板。但尼基塔和跟随他的一群熟练战士却发现拥有这家工厂的其实是一个与俄罗斯军方有染的危险军阀。
"
御龙修仙传2魔兽疆界,8.1,"['彭禺厶', '雷濛', '杜冯羽容', '陈立唯', '许媛媛', '雷濛']",http://pic2.iqiyipic.com/image/20211213/b4/1e/v_160736118_m_601_m4.webp,http://www.iqiyi.com/v_ex2qv7x45w.html,,2021-8-8,108.8,凡人体质的修仙者傅炎在前往上古战场途中，遇到空间裂缝，掉落在一个名为兽人域的地方。兽人域九宫森林里，妖兽遍地，傅炎与剑灵一路击杀妖兽寻找出口，在击杀麒麟兽后，傅炎精疲力尽，竟然发现自己的修为掉到了结丹中期，这时随身佩戴的冰玉里出来一位鬼修老者，是把八百年前渡劫失败的丹圣林踏天。帮助傅炎走出九宫森林，并传其炼丹术，走出森林后又在寿华城遇到了飘渺宫圣女蓝墨伊，两人相知相识，携伴而行，路途中又遇到了种种困难，当大boss蝎蛛女王出现时，看傅炎等人如何应对。
虎胆悍将（普通话）,0,"['Jesse Metcalfe', '布鲁斯·威利斯', '特夏斯·巴特尔']",http://pic4.iqiyipic.com/image/20230112/22/f9/v_170943348_m_601_m2.webp,http://www.iqiyi.com/v_mcpbi0m0og.html,枪战;动作,2020-8-21,98.16,亿万富翁科技公司首席执行官多诺万·查尔莫斯的女儿遭到恐怖组织的绑架，目的是得到多诺万的高科技技术，为了救回女儿，多诺万找到了强大的雇佣军开始营救计划。
痛症,8.0,"['权相佑', '郑丽媛', '马东锡', '张英南', '李美度', '金民俊']",http://pic7.iqiyipic.com/image/20220820/87/40/v_105670654_m_601_m8.webp,http://www.iqiyi.com/v_19rrhv1hco.html,青春;喜剧;爱情,2011-9-7,100.18,因为年幼时失去家人的经历，让南顺失去了感知疼痛的能力，在他的世界里，所有肉体上的疼痛都感知不到。看似很好的缺陷却给南顺带来了许多消极影响，慢慢的，似乎连心也麻木了。就在这时，他的生命中出现一个叫做朱冬绚的女孩。与南顺相反，冬绚不仅能感知到疼痛，且极其敏感，一丝丝细微的伤痛对她而言都有可能有是致命的。但即使这样，冬绚依然是个活泼开朗的女孩，而这样的特质也渐渐感化着南顺。二人从最初的互看对方不顺眼，到被对方吸引，在一系列事件中融化了彼此的内心......
死寂,8.1,"['迈克尔·费尔曼', '瑞恩·科万腾', '鲍勃·冈顿', '安贝·瓦莱塔', 'Steve Adams']",http://pic5.iqiyipic.com/image/20220822/76/3f/v_106543791_m_601_m7.webp,http://www.iqiyi.com/v_19rrhytokc.html,恐怖;惊悚,2007-3-16,85.48,每一个小城镇，都有着自己的鬼故事--这种地方风格浓厚的民间传说往往都是在营火晚会或那些留在别人家过夜的小孩之间传播的，故事主题一般都不会离开“某个被残忍杀害的人却阴魂不散”。这些孩子长大以后，还会与自己的孩子们共同分享这个鬼故事，以一种独特的形式延续着只属于这个城镇的小秘密，以及其背后所潜在的幽灵。不过，在某些城镇中，那些恐怖的传说并不是凭空想象出来的，也不是用来愉悦大人吓唬小孩的，而有些时候，它们都是真实发生过的……
林海雪原,8.4,['张勇手'],http://pic2.iqiyipic.com/image/20210916/1a/2e/v_62841550_m_601_m7.webp,http://www.iqiyi.com/v_19rrmx3fo4.html,军人;历史革命;枪战,2023-1-17,116.52,"1946年解放军战争初期，在东北战场的我军后方，有一中分被击溃了的国民党残匪，他们逃进了深山密林，与当地的地主、恶霸、土匪、流氓、日伪特务勾结起来，线成了一股一股土匪武装，这些土匪出没无常地对我后方根据地的人民进行疯狂地烧杀抢掠，穷凶极恶地配合着蒋匪军正面的军事进攻。我军为了乾净彻底地消灭这些土匪，发动群众组成了一支又是战斗又是工作队的小分队，深入到林海雪原之中。
　　一天，小分队找到了已做匪巢的河神庙，并发现了隐藏起来的匪徒一撮毛。解放军参谋长、小分队的领导少剑波（张勇手饰）决定用计捉他。第二天，一撮毛听信庙里的道士、日本鬼子特务、国民党参谋的判断，以为小分队被冻跑了，结果被抓住。小分队在审问了小炉匠、一撮毛之后，从一撮毛手中得到了敌人的地下先遣军的组织系统图——先遣图，紧接着又抓到为座山雕庆祝60 大寿摆百鸡宴而下山捉鸡的土匪傻大个，从他身上了解到：威虎山是国民党座山雕的大本营，山上不仅有数倍于小分队的敌人，而且有很多暗堡，威虎厅有一条直通山下的暗道，想强攻硬打是很困难的。
　　经过周密研究"
爱探险的朵拉：消失的黄金城,8.2,"['伊莎贝拉·莫奈', '迈克尔·佩纳', '本尼西奥·德尔·托罗', ""Q'orianka Kilcher"", '伊娃·朗格利亚', '特穆拉·莫里森']",http://pic1.iqiyipic.com/image/20200908/0d/03/v_131070848_m_601_m9.webp,http://www.iqiyi.com/v_19rsafelm0.html,动作;魔幻;青春,2019-7-31,102.44,朵拉和父母一直生活在丛林中，直到有天她的父母决定去寻找传说中失落的黄金城，而朵拉则被迫回到都市，与表哥迭戈一家人同住，开始了一段哭笑不得的高中生活。在一次学校组织的参观活动中，朵拉和朋友们被神秘人士绑架，他们被带到了丛林深处。回到丛林的朵拉，展现出了比其他人更强的生存能力。她带领着小猴布茨，表哥迭戈，神秘的丛林专家和一群毫无野外经验的朋友们开始了一段惊险的冒险旅程。他们不光要在变幻莫测的丛林中生存下来，更要从坏人手中救出朵拉的父母，破解黄金城的秘密。
武状元苏乞儿,9.1,"['周星驰', '张敏', '吴孟达', '徐少强']",http://pic4.iqiyipic.com/image/20220704/5a/4d/v_50089302_m_601_m14.webp,http://www.iqiyi.com/v_19rrjaux6c.html,动作;喜剧;爱情,1992-12-17,100.52,广州提督之子苏灿（周星驰 饰）在考取武状元时，被人设计陷害沦为乞丐。因为丐帮四大长老杀了自己的教主，入主朝廷的天理教太乙真人四处迫害丐帮，加上丐帮帮主阵亡令打狗棒法失传，丐帮一时四分五裂群龙无首。在心仪苏灿的如霜（张敏 饰）的暗中帮助下，传功长老选中苏灿为丐帮接班人，传以打狗律 法要诀。苏灿学艺成功后，成为新任帮主，开始团结各地丐帮会员自强，共同奋力对抗天理教。太乙真人（徐少强 饰）欲拥兵自立，预谋在皇帝狩猎之时下手行刺，不料消息走露传到苏灿耳中。
绝命逃亡,0,"['阿莱克斯·斯特曼', '克莱顿·海姆斯']",http://pic9.iqiyipic.com/image/20230103/26/92/v_170626509_m_601_m1.webp,http://www.iqiyi.com/v_1k14euk5a4s.html,惊悚;动作,2019-3-27,98.3,影片讲述了前CIA成员因为手握重要情报，遭到了各方势力的追杀的故事。
巴黎谍影,8.6,"['约翰·特拉沃尔塔', '乔纳森·莱斯·梅耶斯', '卡西娅·史穆特妮亚克']",http://pic2.iqiyipic.com/image/20220913/9a/b8/v_169152340_m_601_m1.webp,http://www.iqiyi.com/v_ac1fmb4l9g.html,惊悚;犯罪;动作,2010-2-5,88.11,　法国青年瑞斯在大使馆中工作，同时他还是美国情报部门的见习人员，精明强干的瑞斯对“换车牌”，加窃听器之类的任务自然是驾轻就熟，但是他很快迎来了真正的挑战——配合探员瓦克斯在巴黎的行动。瓦克斯作风强硬，举止粗暴。恍如漫画中走出的美国英雄，甫一下飞机，便咬住了毒品的线索一路大开杀戒，先后与华人、巴基斯坦和黑人帮派连番激战……瑞斯对神奇的瓦克斯目瞪口呆之余，也渐渐跟上了他的节奏。任务接近尾声之时，两人意外发现瑞斯居然也是恐怖分子的目标人物之一，原来恐怖分子们以瑞斯为突破口，试图刺杀赴法访问的美国高官，于是这对临时搭档，迅速整备出发……
异形,7.6,"['西格妮·韦弗', '哈利·戴恩·斯坦通', '约翰·赫特', '维罗尼卡·卡维特', '伊安·霍姆', '亚非特·科托', '鲍拉吉·巴德乔', '汤姆·斯凯里特']",http://pic9.iqiyipic.com/image/20210916/40/e2/v_50149540_m_601_m12.webp,http://www.iqiyi.com/v_19rrk0w4qk.html,恐怖;惊悚;悬疑,1979-5-25,111.8,未来的世界，人类已能轻松穿梭于星际之间，在太空中展开商业活动。“诺史莫”是在太空活动的众多星际商业运输船之一。一次，它完成任务满载太空矿石返航地球时，突然收到了一组奇怪的信号，由于这可能是求救信号，飞船接到指令前往信号源地进行搜救。
奇迹男孩,8.7,"['朱莉娅·罗伯茨', '曼迪·帕廷金', '雅各布·特瑞布雷', '伊扎贝拉·维多维奇', '欧文·威尔逊', '索尼娅·布拉加']",http://pic1.iqiyipic.com/image/20221202/e2/e2/v_112982441_m_601_m18.webp,http://www.iqiyi.com/v_19rr8cybts.html,家庭,2018-1-19,113.51,　电影《奇迹男孩》改编自全球畅销小说《奇迹》，讲述了一个温暖千万家庭的成长故事。10岁的奥吉天生脸部畸形，此前一直在家中和妈妈自学。当他小学五年级时，奥吉进入父母为他精心挑选的学校上学。在这里，奥吉将与校长、老师以及性格迥异的同学相处，他不寻常的外表让他成为同学们讨论的焦点，也给他的校园生活带来了不少难题。幸运的是，在成长过程中，奥吉的父母、姐姐一直是他最坚强的后盾，在他们的支持与关爱下，奥吉凭借自身的勇气、善良、聪敏影响激励了许多身边的人，并收获了友谊、尊重与爱，最终成长为大家心目中的不可思议的“奇迹”。《奇迹男孩》用平凡的镜头组成不平凡的故事，以润物无声的方式带来最真实的温暖，不仅触动了父母的心，也让孩子们学会怎样去面对社会面对成长，无疑是今年冬天最适合全家观看的影片。
寻梦环游记（普通话）,8.9,"['安东尼·冈萨雷兹', '盖尔·加西亚·贝纳尔', '本杰明·布拉特', '阿兰纳·乌巴奇']",http://pic5.iqiyipic.com/image/20210916/95/e6/v_114763431_m_601_m6.webp,http://www.iqiyi.com/v_19rrfqa6n8.html,动画;喜剧;家庭,2017-11-24,101.77,热爱音乐的米格尔不幸地出生在一个视音乐为洪水猛兽的大家庭之中，一家人只盼着米格尔快快长大，好继承家里传承了数代的制鞋产业。一年一度的亡灵节即将来临，每逢这一天，去世的亲人们的魂魄便可凭借着摆在祭坛上的照片返回现世和生者团圆。在一场意外中，米格尔竟然穿越到了亡灵国度之中，在太阳升起之前，他必须得到一位亲人的祝福，否则就将会永远地留在这个世界里。米格尔决定去寻找已故的歌神德拉库斯，因为他很有可能就是自己的祖父。途中，米格尔邂逅了落魄乐手埃克托，也渐渐发现了德拉库斯隐藏已久的秘密
四大名捕2,7.7,"['邓超', '刘亦菲', '邹兆龙', '江一燕', '柳岩', '郑中基', '吴秀波', '成泰燊']",http://pic9.iqiyipic.com/image/20210916/64/de/v_104634523_m_601_m17.webp,http://www.iqiyi.com/v_19rrh00hvc.html,动作;魔幻;悬疑,2013-12-6,116.55,多事的追命、铁手耍花招，撮合冷血、无情这对小情人，神侯府上下正其乐融融，空气却传来浓烈的血腥味道，三里之外的城郊老宅，杀人凶案正在发生！四大名捕前往现场，奋力追凶。六扇门接获消息，捕神也带同姬摇花等前来了解案情，双方合并追查，发现此案与六扇门早前追查的几宗灭门案有牵连。悬案未决，六扇门却在碑林发现了捕神的尸体.
太空异旅,6.3,['莉莉-罗丝·德普'],http://pic2.iqiyipic.com/image/20210514/9d/ad/v_158551899_m_601_m1.webp,http://www.iqiyi.com/v_fr5ild78qs.html,科幻,2021-4-9,106.12,在人类的一项长久的计划中，30个少年被送往一颗新行星居住。但是在他们的船长离奇的死亡以后，年轻的船员们陷入了混乱的局面当中。在屈服于人类原始的兽性之后，这些少年分别集结成了不同的部落。
中国机长,9.4,"['张涵予', '欧豪', '杜江', '袁泉', '张天爱', '李沁', '雅玫', '杨祺如']",http://pic6.iqiyipic.com/image/20210915/5d/3b/v_127077106_m_601_m20.webp,http://www.iqiyi.com/v_19rsho7kz8.html,英雄人物;人物,2019-9-30,110.36,根据2018年5月14日四川航空3U8633航班机组成功处置特情真实事件改编。机组执行航班任务时，在万米高空突遇驾驶舱风挡玻璃爆裂脱落、座舱释压的极端罕见险情，生死关头，他们临危不乱、果断应对、正确处置，确保了机上全部人员的生命安全，创造了世界民航史上的奇迹。
九门,7.6,"['王栎鑫', '张子璇', '王旭东', '闫巍', '谭建昌']",http://pic5.iqiyipic.com/image/20210528/4e/0e/v_159462940_m_601_m3.webp,http://www.iqiyi.com/v_havb969q5g.html,惊悚,2021-5-26,82.08,官员郑岩离奇死亡，陆寻发现舞女封如月与其兄封空空可疑，而封空空意外失踪。根据线索陆寻和大山、如月来到黑泽城。几人意外救下小糖，不料小糖反将几人劫持。得知封空空也是被小糖所抓，目的就是要炸毁京城。为阻止小糖，几人逃离黑泽城。 陆寻戳穿了如月与封空空杀害郑岩的阴谋。如月坦白自己的亲生父亲遭郑岩陷害而死，陆寻诧异二人与自己经历相同，并表示父亲留下一封密函。两人取密函之时遇到小糖的手下鬼手，鬼手正是如月的父亲。在鬼手的带领下几人通过机关来到地下宝库，找到了小糖和被绑架的封空空。此时夜叉出现，原来夜叉正是陆寻义父云铮。当年云铮为夺取宝库，欺骗小糖。小糖引爆了地下宝库，陆寻等人逃出后与鬼手联手将云铮制服。
光的棍,7.3,"['陈昊', '徐洁儿', '周知', '孔二狗', '王李丹妮', '毛俊杰', '王紫依', '付天骄']",http://pic7.iqiyipic.com/image/20210916/11/0f/v_104132829_m_601_m10.webp,http://www.iqiyi.com/v_19rrhdhktc.html,青春;喜剧;爱情,2013-11-8,89.05,业余编剧姚不同因为少年时期亲眼目睹一对青年男女殉情，从此患上恐高症，以至后来不能自如地面对异性和婚恋，相亲35次都一一错过，但只对大街上邂逅的欣小然情有独钟。年轻女编审卡小柔策划以姚不同的相亲经历拍摄一部电影，让他重温一遍相亲经历，面对命运的再次安排，姚不同勇敢追求欣小然并感动了她，偶然中得知欣小然正是那对殉情男女的亲生女儿，当欣小然和姚不同的感情升温之际，欣因为家庭变故提出分手，而卡小柔此时却在不知不觉中爱上了姚不同
女社长,7.0,"['戚茹燕', '张云', '顾谦', '李颉', '于文仲', '梁音', '高平', '刘世龙']",http://pic6.iqiyipic.com/image/20210916/77/a7/v_108836067_m_601_m8.webp,http://www.iqiyi.com/v_19rrnycbz0.html,基层干部;人物;家庭,2023-1-17,91.52,丰盛而美丽的夏天，麦子已经成熟了，沉甸甸的麦穗，在暴风中像一片波涛起伏的金色的海洋。农民们又忙起来了。生产队的妇女们捆着装着麦子，其中有个年约二十七八岁的妇女，她敏捷地挥动着二齿叉，干得最起劲，她叫宋春梁，是这个农业社的社长。宋春梁的丈夫叫刘寿生，是社里的会计，他得了村里投机商人赵全有的小恩惠，动用了公积金。这件事正好使不满意社里留公积金想退社的老社员吴老瑞有了借口，他公开地说：公积金进了刘家的钱柜，便宜了刘寿生。宋春梁对刘寿生的犯罪行为非常痛恨，可是寿生娘一味袒护儿子，也劝宋春梁别向外声张，要春梁到社里去说情。社管委会讨论如何处理刘寿生的贪污问题，大家议论纷纷，各有各的看法。吴老瑞听不进去甩手就要离开会场，恰恰和宋春梁碰个对面。宋春梁一向是爱社如家的，为了公社荣誉，为了全体社员的利益，她不能原谅刘寿生的错误行为。
我在减肥,8.2,"['Aleksandra Bortich', '谢尔盖·希纳罗维']",http://pic9.iqiyipic.com/image/20220819/95/3e/v_143720713_m_601_m9.webp,http://www.iqiyi.com/v_19rwiegb6g.html,青春;喜剧;爱情,2018-3-8,98.48,一个胖乎乎的女孩被她的男朋友抛弃了。她变胖了，他对她不再感兴趣了。多亏了她最好的朋友，她决定减肥，而一个新朋友也愿意帮忙。
