title,rate,casts,cover,detailLink,types,time,movieTime,summary
寻龙传说（普通话）,9.1,"['凯莉·玛丽·陈', '奥卡菲娜', '丹尼尔·金', '吴珊卓']",http://pic2.iqiyipic.com/image/20220820/45/74/v_159506942_m_601_m3.webp,http://www.iqiyi.com/v_u3renteajk.html,动画;动作;魔幻,2021-3-5,103.51,很久以前，在充满奇幻色彩的龙佑之邦，人类和龙和谐地生活在一起。但当一股邪恶的力量袭来，龙牺牲了自己来拯救人类。500年后，同样的邪恶力量卷土重来，只有一个孤独的战士拉雅（凯莉·玛丽·陈 配音）承担重任，追踪传说中的最后一条龙，以修复这块破碎的土地，团结分裂的人民。在她的旅程中，她也会逐渐了解到拯救世界不仅仅需要一条龙，还需要信任和团队合作。
死侍,8.4,"['瑞安·雷诺兹', '莫瑞娜·巴卡琳', '艾德·斯克林', 'T·J·米勒', '吉娜卡拉諾']",http://pic0.iqiyipic.com/image/20210916/74/8a/v_112870422_m_601_m7.webp,http://www.iqiyi.com/v_19rr7q1s5w.html,动作;科幻;喜剧,2016-2-12,97.0,该片是《X战警》系列电影的外传。讲述了前任特种兵韦德·威尔逊得了不治之症，而自愿加入“X武器计划”获得了快速自愈能力。在饱受虐待折磨后他成功逃脱并对Ajax进行追杀的故事。在原著漫画中，死侍本是个普通人，由于得了不治之症而自愿加入“X武器计划”，他如愿得到了金刚狼自我愈合的能力，但付出的代价是失去了容貌。史崔克将军把他作为失败品投入监狱折磨并继续研究，最终导致他的出逃。死侍是个亦正亦邪的角色，他拥有超越人类的力量、耐力、速度及自我愈合能力，精通各种武器，擅长搏击术，不过他的精神不太稳定。 
鼠胆英雄,8.5,"['岳云鹏', '佟丽娅', '田雨', '袁弘', '大鹏', '韩童生', '蔡明', '刘威']",http://pic2.iqiyipic.com/image/20210915/ea/48/v_127943164_m_601_m19.webp,http://www.iqiyi.com/v_19rsjqm1zg.html,喜剧;爱情,2019-8-2,105.5,三十年代的上海滩，胆小如鼠的青龙帮小弟闫大海发现自己身患绝症之际，竟阴差阳错当上了警察。为了给梦中女神--飞乐门舞女杜卿挣赎身钱，他计划在自己生命中所剩不多的时间里因公殉职，从而拿到抚恤金拯救女神。然而，在他疯狂执行铲除“黑帮”、“毒枭”任务以身赴死期间，却总是事与愿违求死不得死，反而得到屡屡升迁。然而，纸醉金迷的上海滩，还隐藏着更大的危机…
风声,8.8,"['周迅', '李冰冰', '张涵予', '黄晓明', '苏有朋', '王志文', '英达', '段奕宏']",http://pic3.iqiyipic.com/image/20221202/5d/35/v_50002319_m_601_m19.webp,http://www.iqiyi.com/v_19rrj5qm28.html,谍战;小人物;惊悚,2009-9-29,118.48,抗日战争时期，因一汪伪政府的高官被暗杀，引起日军高度重视，日军头领怀疑伪军情报机关内五名官员有一个是内奸“老鬼”，这个“老鬼”极可能与抗日组织有亲密关系。为了找出“老鬼”，日军和伪军对行政收发专员顾晓梦、译电组组长李宁玉、伪军剿匪大队长吴志国、剿匪司令的侍从官白小年以及军机处处长金生火五人进行了审问，这过程经历了从心理战到酷刑，...
弃卒,7.0,"['方中信', '郑浩南', '吴家丽', '苗侨伟', '罗烈']",http://pic9.iqiyipic.com/image/20230104/36/6b/v_112854065_m_601_m2.webp,http://www.iqiyi.com/v_19rr7qcu4g.html,犯罪;动作,1990-11-10,95.44,周文俊是警方卧底，以为任期快满可以重当警员，却在此时接获新任务，负责调查荣叔主持的黑帮集团，周无奈接受。此时他巧遇多年好友安，原来安早已投靠荣叔，是他的得力助手。在安引荐下，俊混入集团调查，期间更搭上荣妻Helen。荣另一助手亚虎因安，俊二人被重用而不服，安其实早想退出，他知道虎对他不满，便借故与妻归隐。安之业务由俊接手，警方开始怀疑他，他却并未因此停止调查。亚虎乘机发难，把荣杀死，并嫁祸给俊。俊走投无路，往投靠安，安夫妻二人受牵连而死。至此俊怒不可竭，决定找虎报仇，血战后终于把匪帮消灭。此时，警方至，见俊立了大功，方才重新确认其警员身份。
鬼整人,0,"['柏安妮', '惠英红', '曾小燕', '谷峰', '方中信']",http://pic3.iqiyipic.com/image/20230104/32/40/v_170577566_m_601_m1.webp,http://www.iqiyi.com/v_cxfw3pzy5s.html,恐怖,1990-1-1,89.75,一个叫雪霞的女人在古代被冤枉砍了头，含冤死去，后来变成厉鬼到了现代她想找害死他的人的后代报复，她根据斩她头的拿把刀找到了一个光头仔，后来大姑妈和大叔公合手来对付女鬼，女鬼不是他们的对手，最后答应被祖师爷收服后又逃出的狮王要求，嫁给他做魔王的妻子，最终祖师爷给他们符咒让小雄带上，并嘱咐要用阴阳童子尿对付女鬼，经过连番厮杀终于将狮王和女鬼收服。
猛龙过江,9.0,"['李小龙', '苗可秀', '查克·罗礼士', '魏平澳', '黄宗迅', '罗拔·窝', '黄仁植', '金帝']",http://pic7.iqiyipic.com/image/20220624/fb/88/v_50141740_m_601_m12.webp,http://www.iqiyi.com/v_19rrk1pejg.html,惊悚;犯罪;动作,1972-12-30,86.94,新年前夕，香港青年唐龙（李小龙 饰）受远在罗马经营餐厅的陈清华（苗可秀 饰）之叔父所托，远赴罗马助陈清华一臂之力。原来，陈清华从父亲手中接管餐厅不久，当地的商业集团看中了餐厅所在的地皮，而陈清华想守住家业不愿出售，商业集团随使出下三滥手段，日日派流氓骚扰，令餐厅生意难以为继。唐龙甫一到罗马，因语言不通闹出不少笑话，陈清华则以为强援是律师，岂料是一莽撞的乡下青年，不免失望。餐厅众服务员为了...
小王子,8.7,"['瑞利·奥斯本', '玛丽昂·歌迪亚', '杰夫·布里吉斯', '詹姆斯·弗兰科', '瑞秋·麦克亚当斯', '麦肯芝·弗依']",http://pic6.iqiyipic.com/image/20221122/0c/15/v_109723658_m_601_m10.webp,http://www.iqiyi.com/v_19rrkdlco0.html,动画;奇幻;科幻,2015-10-16,106.25,望女成凤的单身妈妈带着小女孩搬进了新家，并为了帮助她赢得“成功的人生”而制定了异常严苛的“人生规划表”。处于“高压”下的小女孩在一场意外中结识了隔壁的老飞行员并与他成为朋友，这个老顽童也将自己珍藏的“小王子”故事与她分享。一对忘年交沉浸在飞行员的回忆中，与周围“成人的世界”格格不入。 故事每天都在讲，小女孩也仿佛随着“小王子”的脚步游历了整个宇宙，属于孩子的童心渐渐萌发，开始与妈妈的高压“人生规划表”和外面“成人的世界”有了小小的矛盾。这一天，老飞行员因为病危住进医院，人生最后的愿望就是能够再度见到“小王子”。为了满足老飞行员，同时也满足自己的好奇，小女孩开着老飞行员的飞机，踏上了未知的冒险旅途……
制裁特攻,8.6,"['丹泽尔·华盛顿', '佩德罗·帕斯卡', '比尔·普尔曼', '梅丽莎·里奥']",http://pic3.iqiyipic.com/image/20220330/cd/5a/v_116525617_m_601_m6.webp,http://www.iqiyi.com/v_19rr0dqi4o.html,动作;犯罪,2018-7-20,115.98,在老朋友苏珊·普拉默遭遇不测后，黑帮终结者麦考尔重出江湖，与新晋加盟的佩德罗·帕斯卡联手伸张正义以暴制暴。 
小黄人大眼萌,8.8,"['皮艾尔·柯芬', '桑德拉·布洛克', '乔·哈姆', 'Jennifer Saunders', '真田广之']",http://pic0.iqiyipic.com/image/20210916/b2/a3/v_109737349_m_601_m12.webp,http://www.iqiyi.com/v_19rrkczbec.html,动画;喜剧,2015-9-13,87.12,从地球诞生之初，一种奇怪的生物便出现在这颗蓝色的星球上。他们不断进化、蜕变，终于成为我们所熟悉的小黄人的模样。小黄人们毕生寻找邪恶的老大，以成为他的部属为荣，但是千百万年来的努力最终化成一场空。经历了一段长久的沉寂，名叫凯文的小黄人决定再度上路，他带着热爱音乐的斯图尔特、成事不足败事有余的鲍勃，漂洋过海来到了1968年的美国。三个小家伙偶然听说奥兰多即将召开“恶人大会”，于是忙不迭地赶了过去，并且阴差阳错成为女魔头斯嘉丽·杀人狂的随从。很快斯嘉丽交给他们一个任务，那就是窃取英国女王的王冠。 不知轻重的小家伙们笑嘻嘻地出征，等待他们的将是前所未有的大冒险…
复仇者联盟,9.1,"['克里斯·埃文斯', '小罗伯特·唐尼', '克里斯·海姆斯沃斯', '斯嘉丽·约翰逊', '马克·鲁法洛', '杰瑞米·雷纳', '塞缪尔·杰克逊', '汤姆·希德勒斯顿']",http://pic4.iqiyipic.com/image/20200908/83/9d/v_50271398_m_601_m12.webp,http://www.iqiyi.com/v_19rrk4egc4.html,动作;奇幻;科幻,2012-5-4,137.11,一股突如其来的强大邪恶势力对地球造成致命威胁，没有一个超级英雄能够单独抵挡。长期致力于保护全球安危的神盾局感到措手不及，指挥官尼克法瑞意识到他必须创建一个史上最强的联盟组织，云集各方超级英雄，才能拯救世界，抵御黑暗势力。于是由六大超级英雄钢铁侠、雷神、美国队长、绿巨人、黑寡妇和鹰眼组成的复仇者联盟应运而生。他们各显神通，团结一心，终于战胜了邪恶势力，保证了地球的安全。
赌尊,6.5,"['秦豪', '万梓良', '汪永芳', '林俊贤', '鲍汉琳', '成奎安', '阿金内斯·奥雷里奥', '高丽虹']",http://pic1.iqiyipic.com/image/20230119/60/d9/v_62921910_m_601_m3.webp,http://www.iqiyi.com/v_19rrmhyyk4.html,动作,1991-1-24,90.25,东南亚赌王程千手一生称霸赌国，为避免爱女程祖儿遭暗算，乃派师弟鲁马往泰国教养，二十年后，祖儿长大成人，她聪敏、冷静，除秉承乃父的赌术，还学得一身好功夫。千手决定于六十大寿退出江湖，而将事业交亲信邵仁豪，邵实是名利心极重的人，千手因拆穿石川长峰之骗术，石川为报仇勾结仁豪，又派杀手林宏风监视豪，并给千手战书，宏风扮纯朴青年任千手司机及与祖儿日久生情。赌赛前，由于仁豪在由于仁豪在灯光上下手脚，因此千手连输两局，受不住刺激当场晕倒，宣布赌局暂停延期一月。仁豪利用针剂杀死千手。千手逝世，祖儿愿代卫冕，石川下令宏风狙杀祖儿，宏风无法下手，更派朋友保护祖儿，但祖儿误会宏风害她且向仁豪求救，再次掉入陷阱，祖儿至此明白真的仇人是仁豪。一月之期已至，公证人宣布石川获胜。此时仁豪发难抢夺奖金，正当众人难解难分之际，黑手党，教父携祖儿、宏风出现，并宣布仁豪、宏风、祖儿三人重新赌过，以性命为赌注。
发达秘笈,8.3,"['黄百鸣', '李美凤', '郑文雅', '杨宝玲']",http://pic4.iqiyipic.com/image/20220821/26/62/v_119160016_m_601_m8.webp,http://www.iqiyi.com/v_19rr59ics4.html,喜剧,1989-7-19,78.86,黄尚是一个其貌不扬的小小上班族，来到了车水马龙人头攒动的香港，心里满怀希望的他决定要在此干出一番大事业。在香港，黄尚结识了三位各具风情的美女——个性温柔贤良淑德的亚萍、风情万种热情奔放的露露和高贵冷艳霸气外露的珍妮，每一个人都让黄尚心动不已。一次偶然中，黄尚捡到了一本《发财秘笈》，半信半疑的他按照书中所写待人处事，果然没过多久便升官发财。发达之后的黄尚先是得到了露露的芳心，之后又利用手段逼迫珍妮同自己结婚，一番折腾之后，一场超现实的奇遇却让黄尚开始思考，这样的生活真的是自己想要的吗？
日出英烈祠,0,"['麦斯·米科尔森', 'Jamie Sives']",http://pic8.iqiyipic.com/image/20230118/a3/22/v_170997844_m_601_m1.webp,http://www.iqiyi.com/v_25h15q7ujp8.html,动作,2009-9-4,83.4,公元1000年前后，部落首领巴德对于来历不详的独眼龙武士哈罗德百般刁难，非但不认为他是同族予以保护，反倒觉得他是受仇恨诅咒的危险生物，并一气之下宣判了他的囚刑。哈罗德被绑缚在旷野里受尽折磨。幸好，他遇到了10岁的机灵男孩阿尔。有阿尔营救，哈罗德方才脱离牢狱。两人结成生死同盟，踏上面向黑暗之心的逃亡之路。途中，他们登上了一艘努力寻找乐土的海盗船，但是大雾迷江。小船在海上漂浮了40天后，才达到了一片未知的土地。然而，在哈罗德等人登陆时，却中了土著人的埋伏，海盗们受到了可怕的诅咒，死伤惨重。小阿尔也不幸被俘。哈罗德在营救恩人的同时，逐渐拨开了自己的身世谜团……
禁绝区261,0,"['Jonas Malmsjö', '巴哈·帕斯', '哈弗波·朱利尔斯·比昂森', 'Malin Arvidsson']",http://pic1.iqiyipic.com/image/20230109/d4/dd/v_170706986_m_601_m1.webp,http://www.iqiyi.com/v_f7k0ua8vjc.html,动作;恐怖;科幻,2017-10-1,88.3,2013年瑞典兰斯克鲁纳，幸存者和移民之间存在着强烈的分歧。一艘船撞上了港口。警察赶到损毁的船上，并遭到大批感染者的袭击。被咬伤的警察陷入昏迷，然后变成怪物苏醒。感染像野火般蔓延起来。人们试图逃离城市。但城市已被国家特遣部队和军方建立的围墙隔离。少数未被感染的幸存者和移民在庇护所寻求避难。同时，感染者努力涌向庇护所逃避猎捕，他们是被未感染者认定的最邪恶的怪物：他们陷入了内有旧地，外有感染者的境地 。
赌神3,8.8,"['黎明', '袁咏仪', '陈小春', '吴镇宇', '张达明', '梁咏琪']",http://pic4.iqiyipic.com/image/20200901/d7/a1/v_50004228_m_601_m14.webp,http://www.iqiyi.com/v_19rrj5s870.html,动作;喜剧,1996-12-14,102.45,一年夏天，一名姓高的纱厂厂主，因赌成祸引至家破人亡。高进从此丧失家园，加入了老千集团跟千王靳能学习千门技术，经过多年的学习高进已成为千门高手，并与靳能的女儿靳轻情投意合。不料风云突变，在一次赌神大赛中高进被师父出卖，头部中弹，生命垂危，幸得好友小七与龙五伸手相助。在连续的打击下，高进化悲愤为力量，决定与师兄及靳能在赌场上决一死战，取回属于自己的东西，成为真正的“赌神”！
绿皮书,8.9,"['琳达·卡德里尼', '维果·莫腾森', '马赫莎拉哈什巴兹·阿里', '塞巴斯蒂安·马尼斯科', '迈克·哈顿', 'P·J·伯恩']",http://pic9.iqiyipic.com/image/20221202/f5/b0/v_119733424_m_601_m15.webp,http://www.iqiyi.com/v_19rr5eoxww.html,喜剧,2019-3-1,129.85,托尼是一个吊儿郎当游手好闲的混混，在一家夜总会做侍者。这间夜总会因故要停业几个月，可托尼所要支付的房租和生活费不会因此取消，所以他的当务之急是去寻找另一份工作来填补这几个月的空缺。在这个节骨眼上，一位名叫唐雪莉的黑人钢琴家提出雇佣托尼。唐雪莉即将开始为期八个月的南下巡回演出，可是，那个时候南方对黑人的歧视非常的严重，于是托尼便成为了唐雪莉的司机兼保镖。一路上，两人迥异的性格使得他们之间产生了很多的矛盾，与此同时，唐雪莉在南方所遭受的种种不公平的对待也让托尼对种族歧视感到深恶痛绝。
